(40.5886946, -82.4258375)
(17.6864944, -64.8787227)
(40.75839, -82.5154471)
(40.82712575, -83.28073613544464)
(40.8686147, -82.3175942)
(40.763691449999996, -82.51566820455967)
(40.8272785, -83.2813089)
(32.665135, -114.47603157249804)
(40.762648, -82.505495)
(40.6201798, -82.5112483)
(40.2253569, -82.6881395)
(41.4561002, -82.7115813)
(34.395342, -111.763275)
(39.7837304, -100.445882)
